team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2023,STL,STL,Team Level,5on4,60,0.84,0.88,0.86,18178.0,271.1,30.71,24.38,59.22,9.04,163.97,86.68,28.78,30.71,28.78,258.0,116.0,144.0,518.0,32.0,24.0,5.0,56.0,1.0,141.0,120.0,226.0,342.0,10.0,20.0,183.0,11.0,17.0,30.0,277.0,60.0,37.0,7.96,7.24,15.5,4.0,8.0,20.0,518.0,374.0,374.0,1.0,6.4,5.9,5.9,31.21,31.21,30.02,49.4,5.92,2.46,7.27,1.52,14.66,31.18,5.8,5.92,5.8,48.0,15.0,6.0,69.0,5.0,3.0,1.0,2.0,0.0,8.0,45.0,43.0,58.0,12.0,22.0,130.0,57.0,67.0,14.0,38.0,15.0,10.0,1.07,1.96,2.9,0.0,1.0,4.0,69.0,63.0,63.0,12.0,0.57,0.91,0.91,5.58,5.58,5.56
CAR,2023,CAR,CAR,Team Level,other,61,0.51,0.55,0.52,7108.0,84.49,19.46,5.63,15.71,3.0,45.44,28.75,18.66,19.46,18.66,79.0,39.0,67.0,185.0,20.0,6.0,2.0,16.0,0.0,45.0,31.0,59.0,98.0,3.0,4.0,98.0,13.0,23.0,14.0,55.0,31.0,32.0,2.32,3.37,13.77,5.0,3.0,12.0,185.0,118.0,118.0,6.0,1.63,1.73,1.73,19.36,19.36,18.87,78.94,18.88,4.9,13.79,2.52,38.4,31.51,17.99,18.88,17.99,75.0,35.0,39.0,149.0,19.0,4.0,1.0,7.0,0.0,33.0,47.0,56.0,91.0,3.0,6.0,69.0,26.0,19.0,15.0,52.0,30.0,28.0,1.74,3.52,13.62,2.0,6.0,11.0,149.0,110.0,110.0,2.0,1.41,0.98,0.98,19.31,19.31,18.49
CAR,2023,CAR,CAR,Team Level,all,61,0.56,0.59,0.58,222074.0,2183.43,204.82,143.48,552.27,75.53,1192.18,857.71,193.61,206.04,194.74,1992.0,1034.0,1270.0,4296.0,200.0,214.0,24.0,459.0,7.0,1176.0,970.0,1792.0,2826.0,212.0,443.0,1912.0,1039.0,446.0,505.0,2281.0,527.0,218.0,63.53,64.48,76.8,63.0,65.0,72.0,4335.27,3026.0,3048.91,233.0,31.75,39.85,39.85,196.71,197.56,192.15,1608.04,162.8,107.03,393.43,53.88,843.93,630.92,155.25,162.11,154.62,1559.0,633.0,749.0,2941.0,168.0,178.0,21.0,297.0,4.0,702.0,843.0,1391.0,2024.0,213.0,453.0,1726.0,1257.0,398.0,487.0,1587.0,418.0,187.0,44.77,52.06,65.96,60.0,57.0,51.0,2916.18,2192.0,2178.07,266.0,23.76,38.11,38.11,148.45,147.91,144.68
CAR,2023,CAR,CAR,Team Level,5on5,61,0.55,0.6,0.58,179384.0,1748.43,134.78,109.98,462.29,60.81,960.62,703.52,129.01,136.01,130.14,1567.0,865.0,1037.0,3469.0,126.0,168.0,15.0,371.0,7.0,966.0,794.0,1441.0,2306.0,190.0,396.0,1486.0,960.0,355.0,419.0,1916.0,396.0,120.0,52.61,48.79,33.39,52.0,43.0,31.0,3508.26,2432.0,2454.91,198.0,22.84,26.99,27.33,130.28,131.13,128.09,1280.23,109.6,81.75,327.01,43.24,677.94,508.46,104.53,108.91,103.89,1236.0,512.0,608.0,2356.0,111.0,143.0,12.0,251.0,4.0,561.0,678.0,1125.0,1637.0,190.0,394.0,1341.0,1179.0,333.0,409.0,1320.0,314.0,114.0,37.36,39.26,32.98,52.0,41.0,18.0,2331.18,1748.0,1734.07,247.0,17.0,28.15,28.18,98.42,97.88,96.06
CAR,2023,CAR,CAR,Team Level,4on5,61,0.14,0.2,0.22,18518.0,58.59,4.94,2.95,9.14,1.91,19.43,40.64,4.89,4.94,4.89,63.0,16.0,15.0,94.0,7.0,2.0,1.0,4.0,0.0,17.0,49.0,56.0,72.0,5.0,15.0,149.0,45.0,51.0,27.0,58.0,16.0,5.0,1.7,1.92,1.31,2.0,5.0,0.0,94.0,79.0,79.0,25.0,0.67,0.23,0.23,5.38,5.38,5.35,203.56,30.15,17.96,45.64,6.75,113.41,60.1,28.6,30.15,28.6,199.0,75.0,95.0,369.0,31.0,29.0,7.0,37.0,0.0,96.0,81.0,168.0,243.0,14.0,33.0,171.0,17.0,20.0,46.0,174.0,59.0,41.0,4.5,7.29,18.36,5.0,5.0,21.0,369.0,274.0,274.0,2.0,4.8,8.69,8.66,26.3,26.3,25.73
CAR,2023,CAR,CAR,Team Level,5on4,61,0.92,0.89,0.87,17064.0,291.92,45.63,24.91,65.14,9.81,166.71,84.8,41.05,45.63,41.05,283.0,114.0,151.0,548.0,47.0,38.0,6.0,68.0,0.0,148.0,96.0,236.0,350.0,14.0,28.0,179.0,21.0,17.0,45.0,252.0,84.0,61.0,6.9,10.41,28.33,4.0,14.0,29.0,548.0,397.0,397.0,4.0,6.61,10.91,10.57,41.69,41.69,39.84,45.32,4.18,2.42,6.99,1.38,14.18,30.85,4.14,4.18,4.14,49.0,11.0,7.0,67.0,7.0,2.0,1.0,2.0,0.0,12.0,37.0,42.0,53.0,6.0,20.0,145.0,35.0,26.0,17.0,41.0,15.0,4.0,1.17,1.99,1.01,1.0,5.0,1.0,67.0,60.0,60.0,15.0,0.54,0.3,0.3,4.43,4.43,4.4
BUF,2023,BUF,BUF,Team Level,other,62,0.48,0.56,0.56,8288.0,126.56,24.38,9.32,23.59,4.35,70.6,40.77,22.7,24.38,22.7,122.0,51.0,59.0,232.0,20.0,10.0,1.0,18.0,2.0,76.0,47.0,102.0,153.0,1.0,2.0,72.0,37.0,17.0,17.0,103.0,36.0,34.0,3.65,4.21,16.52,4.0,2.0,14.0,232.0,173.0,173.0,5.0,2.73,3.06,3.06,24.05,24.05,22.85,97.84,26.33,6.99,16.23,3.26,50.91,31.28,23.45,26.33,23.45,87.0,48.0,50.0,185.0,21.0,11.0,1.0,7.0,3.0,47.0,46.0,66.0,114.0,6.0,12.0,104.0,20.0,18.0,16.0,65.0,25.0,45.0,2.83,3.24,20.26,3.0,4.0,14.0,185.0,135.0,135.0,8.0,1.97,4.3,4.3,24.0,24.0,22.06
BUF,2023,BUF,BUF,Team Level,all,62,0.49,0.51,0.51,224707.0,2008.91,187.69,136.56,479.21,66.86,1093.84,796.82,180.41,186.85,179.59,1949.0,812.0,1001.0,3762.0,182.0,185.0,21.0,384.0,12.0,1015.0,983.0,1767.0,2579.0,223.0,489.0,1603.0,1261.0,402.0,381.0,2061.0,507.0,193.0,61.39,62.19,64.11,81.0,55.0,46.0,3724.82,2761.0,2737.57,199.0,30.31,37.69,37.69,180.31,179.45,175.26,1943.16,196.34,135.48,464.06,65.26,1047.33,748.53,186.63,198.5,188.72,1807.0,850.0,998.0,3655.0,186.0,210.0,22.0,356.0,8.0,934.0,963.0,1621.0,2471.0,218.0,472.0,1863.0,1478.0,406.0,414.0,1930.0,498.0,229.0,56.39,63.07,76.88,63.0,58.0,65.0,3707.76,2657.0,2688.96,202.0,30.31,41.73,41.73,184.91,186.88,181.32
BUF,2023,BUF,BUF,Team Level,5on5,62,0.5,0.51,0.52,182869.0,1576.86,129.54,102.8,391.41,52.75,853.62,640.87,125.54,128.7,124.72,1505.0,666.0,822.0,2993.0,130.0,145.0,18.0,308.0,6.0,786.0,796.0,1375.0,2041.0,205.0,445.0,1250.0,1130.0,329.0,319.0,1668.0,377.0,126.0,48.72,46.66,34.16,67.0,44.0,19.0,2955.82,2171.0,2147.57,174.0,21.31,28.81,29.63,121.22,120.37,118.51,1493.04,131.92,97.77,372.43,50.2,796.91,591.76,127.11,134.09,129.21,1368.0,673.0,807.0,2848.0,120.0,164.0,18.0,288.0,4.0,701.0,764.0,1248.0,1921.0,191.0,410.0,1408.0,1399.0,344.0,346.0,1511.0,395.0,135.0,43.93,50.41,37.59,48.0,44.0,28.0,2900.76,2041.0,2072.96,179.0,20.36,31.08,31.08,121.2,123.17,121.05
BUF,2023,BUF,BUF,Team Level,4on5,62,0.11,0.11,0.13,17318.0,44.71,3.91,2.32,6.75,1.36,14.57,31.08,3.86,3.91,3.86,54.0,6.0,11.0,71.0,5.0,2.0,0.0,8.0,0.0,11.0,34.0,49.0,55.0,7.0,20.0,127.0,83.0,41.0,14.0,43.0,13.0,4.0,1.4,1.6,0.92,2.0,3.0,0.0,71.0,60.0,60.0,13.0,0.52,0.46,0.46,3.98,3.98,3.95,303.35,32.72,27.89,67.59,10.07,183.01,92.73,30.8,32.72,30.8,300.0,114.0,134.0,548.0,38.0,32.0,3.0,58.0,0.0,176.0,110.0,262.0,376.0,14.0,34.0,200.0,22.0,12.0,41.0,312.0,61.0,41.0,8.56,7.25,16.9,10.0,6.0,22.0,548.0,414.0,414.0,6.0,7.34,5.52,5.52,34.54,34.54,33.06
BUF,2023,BUF,BUF,Team Level,5on4,62,0.85,0.86,0.84,16232.0,260.78,29.86,22.12,57.46,8.41,155.05,84.1,28.3,29.86,28.3,268.0,89.0,109.0,466.0,27.0,28.0,2.0,50.0,4.0,142.0,106.0,241.0,330.0,10.0,22.0,154.0,11.0,15.0,31.0,247.0,81.0,29.0,7.62,9.72,12.51,8.0,6.0,13.0,466.0,357.0,357.0,7.0,5.74,5.36,4.54,31.06,31.06,29.94,48.93,5.36,2.83,7.82,1.74,16.5,32.77,5.27,5.36,5.27,52.0,15.0,7.0,74.0,7.0,3.0,0.0,3.0,1.0,10.0,43.0,45.0,60.0,7.0,16.0,151.0,37.0,32.0,11.0,42.0,17.0,8.0,1.07,2.17,2.13,2.0,4.0,1.0,74.0,67.0,67.0,9.0,0.64,0.83,0.83,5.17,5.17,5.15
LAK,2023,LAK,LAK,Team Level,other,60,0.54,0.51,0.52,6898.0,105.09,22.52,7.8,18.9,3.62,57.14,35.02,20.23,22.52,20.23,94.0,51.0,47.0,192.0,21.0,10.0,0.0,17.0,0.0,54.0,43.0,73.0,124.0,8.0,16.0,87.0,24.0,8.0,13.0,80.0,35.0,30.0,3.05,4.43,15.04,6.0,2.0,13.0,192.0,145.0,145.0,6.0,2.21,2.8,2.8,21.93,21.93,20.13,101.48,19.54,7.37,19.34,3.35,52.9,33.5,18.68,19.54,18.68,85.0,51.0,49.0,185.0,15.0,8.0,1.0,6.0,0.0,55.0,52.0,70.0,121.0,2.0,4.0,84.0,20.0,21.0,15.0,68.0,39.0,29.0,2.75,4.53,12.26,3.0,3.0,9.0,185.0,136.0,136.0,8.0,2.18,2.3,2.3,19.42,19.42,18.78
LAK,2023,LAK,LAK,Team Level,all,60,0.55,0.53,0.54,219130.0,2121.89,207.64,141.85,513.52,71.37,1134.4,837.22,196.92,209.57,198.78,1993.0,913.0,1062.0,3968.0,186.0,251.0,22.0,383.0,7.0,1040.0,1039.0,1807.0,2720.0,214.0,471.0,1733.0,1276.0,311.0,449.0,2169.0,483.0,254.0,58.66,60.27,88.72,62.0,63.0,61.0,4021.06,2906.0,2941.2,296.0,31.37,53.16,53.16,185.85,187.52,181.74,1792.97,172.36,126.38,422.46,59.88,978.55,707.37,162.16,171.87,161.67,1695.0,772.0,996.0,3463.0,157.0,175.0,27.0,354.0,7.0,873.0,901.0,1538.0,2310.0,221.0,477.0,1698.0,1484.0,348.0,433.0,1821.0,459.0,187.0,52.07,56.37,63.92,54.0,57.0,46.0,3429.95,2467.0,2449.78,275.0,28.29,39.96,39.96,160.68,160.02,155.04
LAK,2023,LAK,LAK,Team Level,5on5,60,0.55,0.55,0.56,175353.0,1676.8,138.51,106.26,424.58,56.4,893.6,680.64,133.08,140.45,134.94,1592.0,708.0,861.0,3161.0,119.0,199.0,15.0,313.0,6.0,824.0,839.0,1473.0,2181.0,191.0,423.0,1318.0,1161.0,251.0,374.0,1781.0,369.0,150.0,48.2,46.08,44.23,48.0,50.0,21.0,3214.06,2300.0,2335.2,259.0,22.03,39.55,39.55,120.99,122.67,120.54,1337.16,113.51,88.05,331.2,44.98,722.66,541.6,109.43,113.02,108.95,1264.0,578.0,769.0,2611.0,112.0,134.0,24.0,282.0,4.0,613.0,697.0,1152.0,1730.0,201.0,437.0,1286.0,1397.0,289.0,346.0,1397.0,332.0,113.0,39.62,41.3,32.59,43.0,44.0,25.0,2577.95,1842.0,1824.78,225.0,18.27,28.64,29.02,102.76,102.1,100.33
LAK,2023,LAK,LAK,Team Level,4on5,60,0.15,0.12,0.14,18855.0,52.96,6.14,2.78,7.62,1.67,16.59,35.2,5.98,6.14,5.98,60.0,10.0,7.0,77.0,7.0,5.0,2.0,5.0,0.0,13.0,40.0,53.0,63.0,4.0,8.0,154.0,64.0,40.0,27.0,46.0,11.0,13.0,1.34,1.29,3.5,1.0,3.0,3.0,77.0,70.0,70.0,26.0,0.63,1.18,1.18,5.59,5.59,5.56,305.06,34.71,28.47,64.75,9.88,186.3,96.89,29.55,34.71,29.55,294.0,127.0,169.0,590.0,24.0,32.0,2.0,63.0,2.0,191.0,109.0,270.0,397.0,11.0,22.0,204.0,20.0,14.0,33.0,306.0,75.0,40.0,8.51,8.8,17.39,7.0,7.0,10.0,590.0,421.0,421.0,3.0,7.28,8.51,8.13,33.85,33.85,31.33
LAK,2023,LAK,LAK,Team Level,5on4,60,0.9,0.87,0.85,18024.0,287.04,40.47,25.01,62.42,9.68,167.06,86.36,37.64,40.47,37.64,247.0,144.0,147.0,538.0,39.0,37.0,5.0,48.0,1.0,149.0,117.0,208.0,352.0,11.0,24.0,174.0,27.0,12.0,35.0,262.0,68.0,61.0,6.06,8.47,25.94,7.0,8.0,24.0,538.0,391.0,391.0,5.0,6.5,9.63,9.63,37.34,37.34,35.5,49.26,4.6,2.5,7.17,1.67,16.69,35.37,4.5,4.6,4.5,52.0,16.0,9.0,77.0,6.0,1.0,0.0,3.0,1.0,14.0,43.0,46.0,62.0,7.0,14.0,124.0,47.0,24.0,39.0,50.0,13.0,5.0,1.18,1.74,1.68,1.0,3.0,2.0,77.0,68.0,68.0,39.0,0.57,0.51,0.51,4.65,4.65,4.6
FLA,2023,FLA,FLA,Team Level,other,61,0.6,0.56,0.58,10088.0,149.62,32.86,10.26,27.64,4.94,79.19,50.1,30.91,32.86,30.91,140.0,65.0,73.0,278.0,35.0,14.0,3.0,21.0,1.0,80.0,54.0,105.0,170.0,10.0,18.0,125.0,48.0,22.0,19.0,119.0,37.0,49.0,4.8,5.08,22.98,4.0,7.0,24.0,278.0,205.0,205.0,10.0,2.88,2.77,2.77,32.97,32.97,31.18,108.96,21.77,7.85,21.59,4.04,57.08,38.67,19.95,21.77,19.95,107.0,44.0,65.0,216.0,21.0,11.0,2.0,10.0,0.0,63.0,46.0,86.0,130.0,6.0,12.0,108.0,28.0,29.0,18.0,88.0,27.0,36.0,3.35,3.23,15.19,4.0,3.0,14.0,216.0,151.0,151.0,4.0,2.24,3.11,3.11,20.9,20.9,19.4
FLA,2023,FLA,FLA,Team Level,all,61,0.58,0.57,0.55,221667.0,2191.27,234.94,150.23,524.98,73.66,1177.13,840.07,216.02,236.49,217.56,2087.0,914.0,1273.0,4274.0,200.0,237.0,33.0,449.0,10.0,1098.0,1007.0,1887.0,2801.0,278.0,612.0,1829.0,1629.0,401.0,465.0,2217.0,501.0,283.0,61.19,62.97,110.78,62.0,62.0,76.0,4324.78,3001.0,3033.63,249.0,34.16,52.27,52.27,216.82,218.15,204.47,1763.81,169.06,118.13,429.79,60.58,946.26,706.18,161.64,168.12,160.73,1686.0,744.0,844.0,3274.0,144.0,175.0,22.0,333.0,7.0,844.0,927.0,1542.0,2286.0,270.0,612.0,1720.0,1535.0,333.0,534.0,1798.0,432.0,200.0,48.68,53.21,67.17,42.0,46.0,56.0,3231.63,2430.0,2404.09,285.0,26.45,36.87,36.97,158.54,157.73,153.19
FLA,2023,FLA,FLA,Team Level,5on5,61,0.55,0.56,0.54,173269.0,1609.04,131.97,103.98,410.61,54.9,870.42,642.1,126.4,133.53,127.94,1533.0,681.0,1013.0,3227.0,111.0,175.0,21.0,357.0,9.0,800.0,762.0,1422.0,2103.0,246.0,547.0,1357.0,1475.0,324.0,372.0,1708.0,374.0,132.0,46.76,47.17,38.05,51.0,41.0,19.0,3277.78,2214.0,2246.63,208.0,21.59,36.1,36.1,117.46,118.78,116.36,1350.39,107.36,85.71,345.61,46.04,727.62,551.65,103.89,106.42,102.99,1254.0,610.0,647.0,2511.0,87.0,127.0,16.0,272.0,6.0,638.0,734.0,1167.0,1777.0,243.0,555.0,1295.0,1430.0,261.0,425.0,1437.0,322.0,105.0,37.93,40.07,29.37,35.0,35.0,17.0,2468.63,1864.0,1838.09,248.0,17.78,25.9,26.01,99.14,98.32,96.72
FLA,2023,FLA,FLA,Team Level,4on5,61,0.08,0.15,0.17,19533.0,49.38,3.08,2.24,7.88,1.57,16.84,36.39,3.06,3.08,3.06,53.0,15.0,15.0,83.0,4.0,0.0,0.0,3.0,0.0,8.0,53.0,49.0,64.0,6.0,12.0,159.0,89.0,47.0,28.0,59.0,6.0,3.0,1.55,0.76,0.76,1.0,2.0,1.0,83.0,68.0,68.0,24.0,0.52,0.0,0.0,3.6,3.6,3.58,251.34,35.27,21.64,54.83,8.69,143.85,77.73,33.15,35.27,33.15,268.0,74.0,126.0,468.0,30.0,35.0,4.0,47.0,1.0,127.0,102.0,238.0,312.0,15.0,30.0,157.0,23.0,12.0,61.0,219.0,72.0,51.0,6.1,8.49,20.68,1.0,6.0,23.0,468.0,342.0,342.0,5.0,5.75,7.6,7.59,33.43,33.43,32.02
FLA,2023,FLA,FLA,Team Level,5on4,61,0.93,0.9,0.88,18777.0,383.22,67.02,33.74,78.84,12.24,210.68,111.48,55.64,67.02,55.64,361.0,153.0,172.0,686.0,50.0,48.0,9.0,68.0,0.0,210.0,138.0,311.0,464.0,16.0,35.0,188.0,17.0,8.0,46.0,331.0,84.0,99.0,8.08,9.96,48.98,6.0,12.0,32.0,686.0,514.0,514.0,7.0,9.17,13.4,13.4,62.8,62.8,53.35,53.13,4.66,2.93,7.77,1.81,17.7,38.13,4.64,4.66,4.64,57.0,16.0,6.0,79.0,6.0,2.0,0.0,4.0,0.0,16.0,45.0,51.0,67.0,6.0,15.0,160.0,54.0,31.0,30.0,54.0,11.0,8.0,1.3,1.43,1.94,2.0,2.0,2.0,79.0,73.0,73.0,28.0,0.67,0.26,0.26,5.08,5.08,5.05
EDM,2023,EDM,EDM,Team Level,other,59,0.57,0.51,0.53,8137.0,119.22,28.62,8.99,20.71,3.97,62.68,36.03,26.2,28.62,26.2,112.0,49.0,44.0,205.0,23.0,11.0,2.0,20.0,1.0,51.0,55.0,89.0,138.0,5.0,13.0,89.0,19.0,27.0,22.0,72.0,47.0,42.0,2.88,5.61,20.14,4.0,4.0,15.0,205.0,161.0,161.0,9.0,2.65,4.08,4.08,27.2,27.2,25.72,106.8,21.62,7.5,20.37,3.6,54.83,36.09,19.3,21.62,19.3,112.0,32.0,50.0,194.0,19.0,11.0,0.0,14.0,2.0,49.0,49.0,93.0,125.0,11.0,23.0,100.0,24.0,11.0,25.0,81.0,33.0,30.0,3.18,4.16,14.28,4.0,2.0,13.0,194.0,144.0,144.0,16.0,2.16,3.35,3.35,20.42,20.42,18.51
EDM,2023,EDM,EDM,Team Level,all,59,0.57,0.55,0.55,214105.0,2078.77,223.84,145.27,483.72,69.03,1090.54,809.6,212.7,224.22,213.05,1980.0,842.0,1051.0,3873.0,210.0,219.0,29.0,383.0,5.0,1056.0,949.0,1770.0,2612.0,232.0,500.0,1801.0,1306.0,510.0,605.0,1957.0,593.0,272.0,58.58,73.86,91.4,61.0,87.0,62.0,3892.77,2822.0,2834.52,331.0,32.39,50.88,50.92,205.31,205.81,199.68,1719.27,166.04,114.68,415.47,57.81,928.05,672.0,158.65,166.67,159.25,1669.0,686.0,868.0,3223.0,172.0,151.0,24.0,357.0,12.0,814.0,849.0,1497.0,2183.0,204.0,445.0,1643.0,1522.0,480.0,536.0,1734.0,447.0,174.0,50.62,54.54,60.88,58.0,59.0,55.0,3218.62,2355.0,2358.92,318.0,25.55,32.92,33.03,158.55,159.11,154.28
EDM,2023,EDM,EDM,Team Level,5on5,59,0.59,0.56,0.55,173622.0,1648.36,156.37,109.49,402.77,54.93,860.48,656.95,149.9,156.76,150.24,1563.0,678.0,873.0,3114.0,137.0,177.0,22.0,322.0,3.0,851.0,751.0,1426.0,2104.0,199.0,431.0,1431.0,1227.0,421.0,517.0,1603.0,462.0,176.0,47.97,58.02,50.37,47.0,70.0,20.0,3133.77,2241.0,2253.52,292.0,22.86,39.11,39.15,140.09,140.57,137.47,1319.63,109.95,83.9,333.28,44.3,706.21,528.43,106.71,110.57,107.31,1261.0,546.0,674.0,2481.0,112.0,117.0,17.0,283.0,10.0,619.0,666.0,1149.0,1695.0,171.0,378.0,1229.0,1419.0,407.0,442.0,1369.0,334.0,104.0,39.83,40.97,29.14,41.0,49.0,22.0,2476.62,1807.0,1810.92,277.0,17.4,22.57,22.7,104.65,105.22,103.51
EDM,2023,EDM,EDM,Team Level,4on5,59,0.15,0.16,0.17,18146.0,57.36,5.71,2.91,8.49,1.73,17.39,38.76,5.6,5.71,5.6,55.0,20.0,17.0,92.0,5.0,2.0,0.0,1.0,0.0,16.0,51.0,50.0,70.0,7.0,14.0,140.0,51.0,41.0,31.0,50.0,17.0,8.0,1.49,2.15,2.07,0.0,3.0,2.0,92.0,75.0,75.0,28.0,0.66,0.4,0.4,5.97,5.97,5.93,258.01,31.76,21.78,55.98,8.8,156.28,83.41,29.96,31.76,29.96,260.0,98.0,137.0,495.0,38.0,22.0,7.0,55.0,0.0,138.0,105.0,222.0,320.0,13.0,26.0,188.0,31.0,19.0,46.0,245.0,77.0,36.0,6.42,8.97,16.37,11.0,8.0,19.0,495.0,358.0,358.0,5.0,5.62,6.77,6.75,30.63,30.63,29.43
EDM,2023,EDM,EDM,Team Level,5on4,59,0.92,0.9,0.88,14200.0,253.82,33.14,23.88,51.75,8.4,149.98,77.87,31.0,33.14,31.0,250.0,95.0,117.0,462.0,45.0,29.0,5.0,40.0,1.0,138.0,92.0,205.0,300.0,21.0,42.0,141.0,9.0,21.0,35.0,232.0,67.0,46.0,6.24,8.08,18.82,10.0,10.0,25.0,462.0,345.0,345.0,2.0,6.22,7.29,7.29,32.06,32.06,30.56,34.83,2.72,1.51,5.85,1.11,10.74,24.08,2.69,2.72,2.69,36.0,10.0,7.0,53.0,3.0,1.0,0.0,5.0,0.0,8.0,29.0,33.0,43.0,9.0,18.0,126.0,48.0,43.0,23.0,39.0,3.0,4.0,1.19,0.44,1.09,2.0,0.0,1.0,53.0,46.0,46.0,20.0,0.36,0.23,0.23,2.84,2.84,2.84
OTT,2023,OTT,OTT,Team Level,other,59,0.6,0.56,0.57,7663.0,116.49,25.29,8.27,23.24,4.15,57.11,35.95,22.45,25.29,22.45,116.0,38.0,53.0,207.0,24.0,21.0,5.0,17.0,1.0,52.0,39.0,92.0,130.0,3.0,6.0,101.0,21.0,14.0,17.0,82.0,27.0,45.0,3.37,3.28,18.64,4.0,4.0,16.0,207.0,154.0,154.0,6.0,2.52,7.16,7.09,20.72,20.72,19.74,82.36,17.08,5.0,15.66,2.77,44.37,30.11,15.89,17.08,15.89,81.0,34.0,51.0,166.0,21.0,7.0,1.0,17.0,0.0,33.0,37.0,60.0,94.0,7.0,12.0,95.0,25.0,11.0,14.0,71.0,23.0,21.0,2.5,2.62,11.96,6.0,5.0,10.0,166.0,115.0,115.0,5.0,1.5,3.16,3.16,15.42,15.42,14.96
OTT,2023,OTT,OTT,Team Level,all,59,0.5,0.51,0.52,214167.0,1976.29,180.35,130.19,486.61,67.13,1056.95,779.82,171.78,179.87,171.34,1904.0,798.0,1029.0,3731.0,193.0,216.0,24.0,385.0,10.0,942.0,956.0,1711.0,2509.0,237.0,530.0,1750.0,1395.0,422.0,593.0,2040.0,460.0,202.0,54.39,57.56,68.41,68.0,77.0,48.0,3710.62,2702.0,2691.11,361.0,29.17,43.99,44.97,164.48,164.15,160.33,1812.76,177.22,118.77,446.45,60.84,957.27,714.44,166.97,178.17,167.92,1774.0,701.0,1071.0,3546.0,212.0,201.0,25.0,353.0,6.0,831.0,872.0,1562.0,2263.0,258.0,583.0,1688.0,1505.0,398.0,495.0,1856.0,407.0,212.0,51.96,51.23,74.03,86.0,66.0,60.0,3581.47,2475.0,2492.13,292.0,26.42,42.11,42.11,161.52,162.57,157.16
OTT,2023,OTT,OTT,Team Level,5on5,59,0.49,0.5,0.51,170010.0,1497.46,117.48,91.03,385.95,50.63,791.65,609.33,113.3,117.0,112.87,1425.0,622.0,813.0,2860.0,133.0,157.0,16.0,297.0,6.0,711.0,743.0,1292.0,1914.0,213.0,482.0,1288.0,1305.0,362.0,480.0,1589.0,341.0,117.0,40.79,43.11,33.59,57.0,60.0,16.0,2839.62,2047.0,2036.11,326.0,18.91,30.11,30.62,105.7,105.38,103.52,1442.24,122.28,91.25,371.34,48.78,754.54,577.81,116.29,123.24,117.23,1401.0,565.0,883.0,2849.0,144.0,165.0,20.0,284.0,6.0,660.0,707.0,1257.0,1822.0,232.0,530.0,1308.0,1383.0,332.0,410.0,1501.0,333.0,132.0,42.75,42.47,37.07,69.0,54.0,21.0,2884.47,1966.0,1983.13,254.0,18.99,33.65,33.65,107.63,108.68,106.48
