team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CHI,2023,CHI,CHI,Team Level,all,61,0.42,0.45,0.44,221374.0,1651.46,150.41,110.24,404.89,55.02,892.67,654.77,144.13,148.55,142.35,1609.0,659.0,912.0,3180.0,124.0,171.0,22.0,365.0,5.0,758.0,845.0,1485.0,2144.0,212.0,486.0,1513.0,1385.0,552.0,574.0,1736.0,364.0,168.0,47.95,44.89,57.57,44.0,36.0,44.0,3104.11,2268.0,2224.38,316.0,24.4,38.35,38.39,136.42,134.7,131.85,2044.64,206.97,141.11,486.76,68.7,1115.78,812.68,197.93,210.38,201.22,1987.0,845.0,1105.0,3937.0,217.0,200.0,28.0,351.0,11.0,994.0,1059.0,1770.0,2615.0,210.0,481.0,1770.0,1181.0,403.0,486.0,2063.0,542.0,227.0,62.0,67.06,77.92,80.0,79.0,58.0,4050.56,2832.0,2900.25,234.0,31.05,42.14,42.14,195.88,199.13,193.76
CHI,2023,CHI,CHI,Team Level,5on5,61,0.43,0.44,0.44,179484.0,1313.64,107.28,81.9,334.97,43.61,704.52,530.71,103.23,105.43,101.45,1275.0,528.0,740.0,2543.0,87.0,130.0,18.0,312.0,5.0,585.0,684.0,1188.0,1716.0,191.0,438.0,1178.0,1312.0,458.0,477.0,1413.0,277.0,113.0,38.87,35.01,33.39,35.0,30.0,22.0,2467.11,1803.0,1759.38,276.0,17.01,29.53,29.57,94.71,92.99,91.51,1658.86,141.86,109.15,412.12,55.93,909.64,676.29,136.91,145.26,140.19,1605.0,700.0,936.0,3241.0,152.0,157.0,19.0,286.0,10.0,827.0,873.0,1453.0,2153.0,185.0,425.0,1363.0,1110.0,345.0,403.0,1750.0,419.0,136.0,52.35,51.95,37.55,73.0,60.0,19.0,3354.56,2305.0,2373.25,194.0,22.66,30.94,30.94,133.57,136.82,134.38
CHI,2023,CHI,CHI,Team Level,4on5,61,0.13,0.14,0.17,17320.0,50.33,4.97,2.68,7.43,1.52,16.15,34.25,4.92,4.97,4.92,54.0,13.0,7.0,74.0,2.0,2.0,0.0,5.0,0.0,12.0,46.0,52.0,65.0,8.0,22.0,125.0,34.0,51.0,30.0,41.0,18.0,8.0,1.01,2.15,1.81,1.0,0.0,1.0,74.0,67.0,67.0,25.0,0.62,0.27,0.27,5.32,5.32,5.27,247.83,34.02,23.3,51.78,8.38,145.56,75.96,31.96,34.02,31.96,250.0,89.0,113.0,452.0,39.0,34.0,8.0,43.0,1.0,118.0,104.0,211.0,300.0,19.0,44.0,180.0,10.0,12.0,39.0,213.0,81.0,45.0,5.86,9.67,18.49,4.0,14.0,21.0,452.0,339.0,339.0,7.0,6.04,8.22,8.22,31.85,31.85,30.46
CHI,2023,CHI,CHI,Team Level,5on4,61,0.85,0.85,0.84,17289.0,207.43,25.46,19.4,46.3,7.04,124.01,63.8,23.95,25.46,23.95,196.0,90.0,115.0,401.0,22.0,32.0,4.0,36.0,0.0,110.0,86.0,174.0,264.0,12.0,24.0,135.0,16.0,24.0,47.0,209.0,45.0,32.0,5.33,4.9,15.23,3.0,3.0,16.0,401.0,286.0,286.0,7.0,4.98,6.4,6.4,24.03,24.03,23.29,41.71,4.32,2.31,6.13,1.35,13.54,28.35,4.2,4.32,4.2,42.0,14.0,12.0,68.0,5.0,0.0,0.0,3.0,0.0,7.0,41.0,37.0,51.0,4.0,8.0,138.0,45.0,28.0,25.0,40.0,10.0,6.0,1.21,1.28,1.83,2.0,1.0,2.0,68.0,56.0,56.0,24.0,0.53,0.0,0.0,4.85,4.85,4.72
NYI,2023,NYI,NYI,Team Level,other,60,0.38,0.43,0.44,6983.0,104.65,19.57,7.32,19.53,3.71,53.77,38.11,18.3,19.57,18.3,96.0,46.0,40.0,182.0,18.0,13.0,1.0,14.0,1.0,41.0,55.0,78.0,124.0,9.0,18.0,101.0,20.0,14.0,16.0,82.0,34.0,26.0,3.28,4.17,12.12,7.0,6.0,5.0,182.0,142.0,142.0,8.0,2.0,3.8,4.42,17.14,17.14,16.67,135.78,32.33,9.56,24.82,4.75,68.95,43.58,28.23,32.33,28.23,137.0,47.0,55.0,239.0,35.0,19.0,4.0,17.0,0.0,62.0,51.0,102.0,149.0,3.0,6.0,82.0,25.0,14.0,21.0,94.0,41.0,49.0,3.35,5.12,23.86,5.0,5.0,25.0,239.0,184.0,184.0,9.0,2.88,6.67,6.03,29.18,29.18,26.86
NYI,2023,NYI,NYI,Team Level,all,60,0.47,0.46,0.47,219049.0,1885.36,176.73,126.36,463.46,64.52,1005.56,740.36,168.63,177.57,169.45,1811.0,766.0,936.0,3513.0,179.0,222.0,28.0,346.0,3.0,855.0,972.0,1632.0,2398.0,196.0,415.0,1776.0,1545.0,398.0,518.0,1918.0,443.0,216.0,50.82,56.37,69.55,71.0,62.0,46.0,3529.92,2577.0,2590.67,264.0,27.93,47.46,47.46,157.21,157.86,154.51,2102.7,200.3,140.27,513.31,70.98,1132.05,833.09,189.99,199.97,189.68,2024.0,866.0,1231.0,4121.0,197.0,220.0,24.0,379.0,3.0,1075.0,1016.0,1827.0,2693.0,184.0,396.0,1696.0,1223.0,401.0,534.0,2205.0,451.0,234.0,59.58,56.73,83.98,71.0,61.0,65.0,4111.02,2890.0,2882.25,262.0,31.24,46.18,46.58,184.97,184.63,179.22
NYI,2023,NYI,NYI,Team Level,5on5,60,0.5,0.46,0.48,180859.0,1498.91,126.17,95.05,384.75,51.42,796.46,600.15,120.45,127.01,121.26,1435.0,619.0,773.0,2827.0,116.0,181.0,18.0,289.0,1.0,689.0,778.0,1319.0,1938.0,165.0,350.0,1378.0,1477.0,344.0,436.0,1558.0,346.0,150.0,40.65,44.63,40.89,53.0,41.0,22.0,2843.92,2054.0,2067.67,227.0,19.8,36.64,36.29,109.68,110.33,108.38,1644.81,126.79,103.65,420.42,55.49,889.0,672.64,122.68,126.46,122.38,1558.0,710.0,1020.0,3288.0,117.0,157.0,15.0,310.0,2.0,851.0,831.0,1441.0,2151.0,163.0,351.0,1330.0,1145.0,333.0,469.0,1812.0,331.0,125.0,48.72,41.98,36.09,57.0,43.0,17.0,3278.02,2268.0,2260.25,237.0,21.41,30.99,31.75,116.46,116.12,114.25
NYI,2023,NYI,NYI,Team Level,4on5,60,0.09,0.09,0.12,16000.0,38.61,3.82,1.86,5.11,1.09,11.31,25.8,3.76,3.82,3.76,41.0,8.0,5.0,54.0,9.0,0.0,0.0,2.0,0.0,6.0,32.0,32.0,40.0,5.0,10.0,140.0,35.0,30.0,27.0,34.0,11.0,4.0,1.05,1.54,1.23,5.0,3.0,1.0,54.0,49.0,49.0,23.0,0.43,0.0,0.0,4.25,4.25,4.19,272.75,36.57,24.61,59.8,9.04,158.11,83.87,34.84,36.57,34.84,276.0,96.0,146.0,518.0,44.0,38.0,5.0,45.0,1.0,146.0,98.0,232.0,328.0,13.0,26.0,154.0,15.0,13.0,31.0,249.0,70.0,53.0,6.17,8.45,21.96,8.0,13.0,23.0,518.0,372.0,372.0,4.0,6.4,7.04,7.64,35.34,35.34,34.18
NYI,2023,NYI,NYI,Team Level,5on4,60,0.86,0.86,0.83,15207.0,243.19,27.18,22.14,54.07,8.31,144.02,76.29,26.12,27.18,26.12,239.0,93.0,118.0,450.0,36.0,28.0,9.0,41.0,1.0,119.0,107.0,203.0,296.0,17.0,37.0,157.0,13.0,10.0,39.0,244.0,52.0,36.0,5.85,6.03,15.3,6.0,12.0,18.0,450.0,332.0,332.0,6.0,5.7,7.02,6.74,26.13,26.13,25.27,49.37,4.6,2.44,8.27,1.69,15.99,33.0,4.24,4.6,4.24,53.0,13.0,10.0,76.0,1.0,6.0,0.0,7.0,0.0,16.0,36.0,52.0,65.0,5.0,13.0,130.0,38.0,41.0,13.0,50.0,9.0,7.0,1.34,1.2,2.07,1.0,0.0,0.0,76.0,66.0,66.0,12.0,0.55,1.48,1.17,3.99,3.99,3.92
NYR,2023,NYR,NYR,Team Level,other,61,0.59,0.57,0.56,9025.0,138.8,33.62,10.2,25.1,5.17,76.12,43.79,30.64,33.62,30.64,122.0,72.0,76.0,270.0,39.0,16.0,6.0,18.0,3.0,77.0,41.0,83.0,155.0,2.0,7.0,103.0,20.0,21.0,15.0,99.0,48.0,47.0,3.54,6.11,23.96,6.0,9.0,24.0,270.0,194.0,194.0,5.0,2.97,4.08,4.08,32.51,32.51,30.25,110.45,23.79,7.79,20.77,3.71,57.76,36.16,22.85,23.79,22.85,93.0,57.0,56.0,206.0,14.0,12.0,1.0,12.0,2.0,58.0,52.0,79.0,136.0,4.0,11.0,102.0,24.0,14.0,19.0,87.0,27.0,36.0,3.91,3.07,16.82,3.0,1.0,10.0,206.0,150.0,150.0,9.0,2.25,3.53,3.53,22.51,22.51,22.08
NYR,2023,NYR,NYR,Team Level,all,61,0.5,0.5,0.51,221942.0,1994.4,194.81,136.17,480.93,67.69,1098.41,786.98,185.59,195.87,186.6,1895.0,870.0,1003.0,3768.0,203.0,190.0,31.0,381.0,11.0,1000.0,980.0,1692.0,2562.0,214.0,482.0,1789.0,1510.0,415.0,431.0,2068.0,489.0,208.0,59.75,59.64,75.42,73.0,68.0,62.0,3782.84,2765.0,2778.52,238.0,30.56,37.75,37.8,187.57,188.43,182.53,1938.73,193.44,130.93,476.77,66.09,1035.11,756.65,183.42,192.72,182.76,1808.0,851.0,1053.0,3712.0,165.0,235.0,21.0,321.0,13.0,953.0,972.0,1643.0,2494.0,232.0,520.0,1594.0,1211.0,348.0,435.0,1968.0,466.0,225.0,56.63,58.94,77.88,54.0,61.0,50.0,3679.13,2659.0,2639.74,231.0,29.16,47.34,47.38,175.22,174.75,169.97
NYR,2023,NYR,NYR,Team Level,5on5,61,0.49,0.49,0.5,179190.0,1509.27,121.25,97.01,383.95,50.66,822.52,612.63,117.09,122.29,118.1,1453.0,635.0,793.0,2881.0,122.0,143.0,20.0,319.0,8.0,721.0,775.0,1331.0,1966.0,192.0,435.0,1360.0,1428.0,332.0,362.0,1620.0,357.0,111.0,47.09,43.24,30.93,61.0,48.0,13.0,2895.84,2088.0,2101.52,210.0,20.13,26.52,26.86,114.51,115.38,113.35,1534.77,128.23,99.1,392.98,52.43,818.47,614.79,122.94,127.51,122.28,1440.0,666.0,867.0,2973.0,120.0,185.0,19.0,259.0,9.0,754.0,779.0,1320.0,1986.0,203.0,459.0,1216.0,1133.0,298.0,354.0,1616.0,358.0,132.0,45.1,46.38,36.76,50.0,47.0,23.0,2940.13,2106.0,2086.74,200.0,20.56,35.58,36.15,112.64,112.17,110.17
NYR,2023,NYR,NYR,Team Level,4on5,61,0.11,0.14,0.17,16901.0,52.11,4.79,2.77,7.7,1.65,16.76,36.33,4.76,4.79,4.76,46.0,24.0,9.0,79.0,3.0,3.0,0.0,3.0,0.0,11.0,50.0,43.0,67.0,8.0,16.0,126.0,43.0,48.0,20.0,50.0,13.0,7.0,1.42,1.55,1.82,1.0,1.0,1.0,79.0,70.0,70.0,17.0,0.63,0.55,0.55,4.87,4.87,4.85,253.25,38.44,22.0,56.99,8.56,145.01,76.0,34.69,38.44,34.69,229.0,118.0,120.0,467.0,29.0,38.0,1.0,47.0,2.0,130.0,101.0,200.0,318.0,18.0,36.0,168.0,17.0,8.0,42.0,224.0,68.0,55.0,6.6,7.94,23.9,1.0,11.0,17.0,467.0,347.0,347.0,3.0,5.88,8.23,7.7,36.61,36.61,34.3
NYR,2023,NYR,NYR,Team Level,5on4,61,0.92,0.89,0.88,16826.0,294.22,35.16,26.2,64.17,10.23,183.0,94.25,33.1,35.16,33.1,274.0,139.0,125.0,538.0,39.0,28.0,5.0,41.0,0.0,191.0,114.0,235.0,374.0,12.0,24.0,200.0,19.0,14.0,34.0,299.0,71.0,43.0,7.71,8.74,18.72,5.0,10.0,24.0,538.0,413.0,413.0,6.0,6.83,6.6,6.31,35.67,35.67,34.08,40.27,2.98,2.04,6.03,1.4,13.87,29.69,2.95,2.98,2.95,46.0,10.0,10.0,66.0,2.0,0.0,0.0,3.0,0.0,11.0,40.0,44.0,54.0,7.0,14.0,108.0,37.0,28.0,20.0,41.0,13.0,2.0,1.02,1.55,0.41,0.0,2.0,0.0,66.0,56.0,56.0,19.0,0.47,0.0,0.0,3.45,3.45,3.41
MTL,2023,MTL,MTL,Team Level,other,61,0.45,0.46,0.46,7763.0,117.65,19.58,8.67,22.23,3.94,62.45,42.14,18.82,19.58,18.82,110.0,49.0,46.0,205.0,19.0,11.0,1.0,12.0,0.0,53.0,64.0,91.0,140.0,8.0,14.0,110.0,25.0,21.0,19.0,87.0,46.0,26.0,3.84,5.64,10.1,3.0,5.0,11.0,205.0,159.0,159.0,12.0,2.41,3.19,3.19,18.79,18.79,18.36,138.97,23.92,9.87,26.3,4.52,72.79,49.59,22.56,23.92,22.56,138.0,49.0,56.0,243.0,32.0,14.0,3.0,22.0,1.0,62.0,56.0,106.0,155.0,8.0,16.0,83.0,29.0,25.0,15.0,113.0,41.0,33.0,4.13,4.9,14.89,7.0,9.0,16.0,243.0,187.0,187.0,9.0,2.86,4.97,5.4,21.38,21.38,21.03
MTL,2023,MTL,MTL,Team Level,all,61,0.46,0.46,0.46,223995.0,1806.24,174.29,125.23,435.92,61.19,980.2,714.16,166.47,174.08,166.23,1729.0,762.0,934.0,3425.0,169.0,180.0,24.0,347.0,11.0,866.0,918.0,1560.0,2322.0,254.0,573.0,1764.0,1326.0,341.0,571.0,1823.0,474.0,194.0,52.92,58.83,62.55,63.0,53.0,53.0,3398.74,2491.0,2477.78,400.0,27.96,38.95,38.95,163.3,162.98,159.24,2104.89,205.87,148.2,506.65,71.02,1146.9,821.35,196.2,206.92,197.22,2033.0,867.0,1159.0,4059.0,213.0,228.0,27.0,414.0,12.0,1038.0,995.0,1820.0,2687.0,240.0,548.0,1605.0,1329.0,446.0,641.0,2182.0,482.0,236.0,61.78,60.89,83.2,78.0,73.0,62.0,4098.54,2900.0,2925.07,460.0,33.25,50.15,50.29,188.84,190.0,185.4
MTL,2023,MTL,MTL,Team Level,5on5,61,0.47,0.46,0.46,178844.0,1376.96,116.63,89.31,350.3,46.99,739.26,558.5,111.83,116.42,111.6,1298.0,603.0,755.0,2656.0,110.0,140.0,17.0,278.0,8.0,667.0,698.0,1188.0,1791.0,218.0,494.0,1313.0,1250.0,279.0,478.0,1440.0,344.0,117.0,40.63,42.69,33.32,50.0,42.0,18.0,2629.74,1901.0,1887.78,341.0,18.59,29.34,29.34,105.89,105.56,103.76,1582.1,133.57,103.71,402.28,54.1,861.86,636.48,128.28,134.61,129.3,1506.0,686.0,927.0,3119.0,122.0,164.0,15.0,336.0,11.0,779.0,780.0,1384.0,2070.0,205.0,469.0,1212.0,1210.0,369.0,542.0,1687.0,363.0,142.0,48.22,46.22,39.11,59.0,51.0,12.0,3158.54,2192.0,2217.07,399.0,21.53,32.89,33.1,121.99,123.16,120.87
MTL,2023,MTL,MTL,Team Level,4on5,61,0.08,0.1,0.11,19054.0,41.69,4.01,2.33,6.13,1.39,14.03,29.1,4.0,4.01,4.0,49.0,8.0,11.0,68.0,4.0,0.0,0.0,3.0,1.0,2.0,47.0,45.0,53.0,12.0,30.0,164.0,38.0,30.0,46.0,41.0,10.0,6.0,1.05,1.35,1.6,2.0,0.0,2.0,68.0,57.0,57.0,45.0,0.53,0.0,0.0,4.54,4.54,4.54,331.97,43.72,32.17,70.11,10.84,195.81,99.35,40.91,43.72,40.91,329.0,123.0,170.0,622.0,49.0,46.0,7.0,51.0,0.0,188.0,118.0,280.0,403.0,17.0,40.0,178.0,18.0,10.0,32.0,329.0,68.0,55.0,7.91,8.63,27.18,8.0,10.0,31.0,622.0,452.0,452.0,1.0,8.3,11.05,10.68,41.33,41.33,39.4
MTL,2023,MTL,MTL,Team Level,5on4,61,0.88,0.87,0.84,18334.0,269.95,34.07,24.92,57.27,8.87,164.46,84.4,31.81,34.07,31.81,272.0,102.0,122.0,496.0,36.0,29.0,6.0,54.0,2.0,144.0,109.0,236.0,338.0,16.0,35.0,177.0,13.0,11.0,28.0,255.0,74.0,45.0,7.39,9.15,17.52,8.0,6.0,22.0,496.0,374.0,374.0,2.0,6.43,6.42,6.42,34.08,34.08,32.58,51.87,4.67,2.45,7.95,1.55,16.45,35.93,4.46,4.67,4.46,60.0,9.0,6.0,75.0,10.0,4.0,2.0,5.0,0.0,9.0,41.0,50.0,59.0,10.0,23.0,132.0,72.0,42.0,52.0,53.0,10.0,6.0,1.51,1.13,2.03,4.0,3.0,3.0,75.0,69.0,69.0,51.0,0.56,1.22,1.1,4.13,4.13,4.1
CGY,2023,CGY,CGY,Team Level,other,60,0.54,0.51,0.53,9316.0,143.95,31.7,9.94,28.86,5.26,73.65,51.59,29.36,31.7,29.36,133.0,68.0,56.0,257.0,31.0,14.0,4.0,22.0,4.0,78.0,52.0,102.0,170.0,6.0,15.0,105.0,26.0,29.0,27.0,117.0,41.0,43.0,4.26,4.88,22.57,5.0,5.0,21.0,257.0,201.0,201.0,14.0,2.83,3.54,3.54,30.99,30.99,29.18,127.14,26.72,9.21,24.84,4.3,66.68,43.24,24.4,26.72,24.4,117.0,58.0,69.0,244.0,21.0,13.0,2.0,19.0,3.0,62.0,57.0,96.0,154.0,6.0,15.0,125.0,27.0,20.0,26.0,93.0,43.0,39.0,3.47,5.07,18.19,3.0,3.0,15.0,244.0,175.0,175.0,13.0,2.64,4.64,4.64,24.73,24.73,23.63
CGY,2023,CGY,CGY,Team Level,all,60,0.5,0.51,0.52,218354.0,1995.66,187.17,132.14,487.74,67.19,1081.41,798.35,180.3,186.97,180.11,1879.0,875.0,1056.0,3810.0,189.0,184.0,24.0,401.0,15.0,934.0,1031.0,1690.0,2565.0,222.0,484.0,1774.0,1243.0,446.0,620.0,2133.0,407.0,214.0,58.55,50.99,77.62,66.0,57.0,66.0,3801.28,2754.0,2750.05,291.0,29.5,36.16,36.2,180.47,180.43,175.89,1897.18,187.18,129.49,453.81,63.19,1012.74,745.59,178.52,187.91,179.25,1800.0,792.0,1089.0,3681.0,183.0,185.0,26.0,392.0,5.0,892.0,935.0,1617.0,2409.0,225.0,487.0,1744.0,1272.0,516.0,508.0,1893.0,490.0,209.0,53.81,61.14,72.23,72.0,59.0,52.0,3689.63,2592.0,2602.06,277.0,29.0,40.82,40.86,175.32,175.78,171.12
CGY,2023,CGY,CGY,Team Level,5on5,60,0.49,0.51,0.51,174924.0,1520.87,119.11,94.8,389.77,51.15,826.74,618.43,115.92,118.92,115.73,1439.0,661.0,851.0,2951.0,125.0,138.0,17.0,326.0,9.0,696.0,806.0,1314.0,1975.0,192.0,419.0,1348.0,1161.0,366.0,510.0,1675.0,300.0,125.0,45.76,38.44,34.91,56.0,45.0,24.0,2942.28,2100.0,2096.05,246.0,19.61,26.02,26.26,112.46,112.42,110.71,1445.9,121.63,92.34,363.16,48.46,771.98,583.44,117.05,122.36,117.77,1383.0,598.0,881.0,2862.0,126.0,129.0,16.0,318.0,1.0,667.0,740.0,1257.0,1855.0,197.0,426.0,1318.0,1173.0,421.0,427.0,1495.0,365.0,121.0,40.99,45.96,34.68,63.0,47.0,16.0,2870.63,1981.0,1991.06,235.0,19.21,26.16,26.67,114.16,114.62,112.18
CGY,2023,CGY,CGY,Team Level,4on5,60,0.12,0.15,0.18,16447.0,61.58,4.55,2.74,9.16,1.83,19.44,44.27,4.54,4.55,4.54,61.0,21.0,7.0,89.0,9.0,1.0,0.0,2.0,1.0,7.0,62.0,52.0,73.0,6.0,14.0,139.0,36.0,35.0,29.0,64.0,15.0,3.0,1.63,1.94,0.98,4.0,2.0,3.0,89.0,82.0,82.0,26.0,0.63,0.01,0.01,5.17,5.17,5.16,268.63,32.11,25.07,57.95,8.85,157.72,82.3,30.42,32.11,30.42,242.0,122.0,132.0,496.0,28.0,40.0,7.0,48.0,1.0,145.0,102.0,214.0,336.0,15.0,30.0,155.0,16.0,20.0,31.0,255.0,76.0,33.0,7.67,9.3,15.15,4.0,7.0,17.0,496.0,364.0,364.0,6.0,6.5,9.44,8.97,29.64,29.64,28.54
CGY,2023,CGY,CGY,Team Level,5on4,60,0.83,0.87,0.84,17667.0,269.27,31.8,24.66,59.96,8.95,161.58,84.05,30.48,31.8,30.48,246.0,125.0,142.0,513.0,24.0,31.0,3.0,51.0,1.0,153.0,111.0,222.0,347.0,18.0,36.0,182.0,20.0,16.0,54.0,277.0,51.0,43.0,6.91,5.74,19.15,1.0,5.0,18.0,513.0,371.0,371.0,5.0,6.43,6.6,6.38,31.84,31.84,30.83,55.51,6.71,2.87,7.86,1.59,16.36,36.61,6.67,6.71,6.67,58.0,14.0,7.0,79.0,8.0,3.0,1.0,7.0,0.0,18.0,36.0,50.0,64.0,7.0,16.0,146.0,56.0,55.0,24.0,50.0,6.0,16.0,1.69,0.81,4.21,2.0,2.0,4.0,79.0,72.0,72.0,23.0,0.65,0.58,0.58,6.79,6.79,6.76
